#### Nbr journees max, nbr equipes, nbr matchs
38, 159, 58715
#### Equipe 1, Equipe 2, Score 1, Score 2, Annee, journee, ID team 1, ID team 2
FCGueugnon,FCIstres,1,1,2002,16,56,57
FCLorient,FCNantes,1,2,2002,16,59,65
FCMartigues,StadeLavallois,0,0,2002,16,60,136
FCSochaux-Montbéliard,AJAuxerre,1,2,2002,16,69,6
GF38,RCStrasbourg,0,3,2002,16,73,111
GirondinsdeBordeaux,EAGuingamp,2,0,2002,16,74,45
LeMansFC,ASBeauvais,2,2,2002,16,80,13
MontpellierHéraultSC,OlympiqueLyonnais,3,0,2002,16,88,96
ParisSaint-Germain,OlympiquedeMarseille,0,0,2002,16,101,94
RCLens,SCBastia,7,0,2002,16,106,118
SMCaen,Châteauroux,1,1,2002,16,123,32
StadeRennaisFC,FCMetz,0,0,2002,16,138,61
USCréteil-Lusitanos,ASNancyLorraine,1,3,2002,16,147,21
ASBeauvais,SMCaen,1,1,2002,15,13,123
ASNancyLorraine,GF38,1,0,2002,15,21,73
ChamoisNiortais,ASSaint-Etienne,0,2,2002,15,31,24
Châteauroux,USCréteil-Lusitanos,1,0,2002,15,32,147
CSSedan,FCLorient,5,0,2002,15,40,59
EAGuingamp,MontpellierHéraultSC,2,2,2002,15,45,88
ESTACTroyes,RCLens,1,1,2002,15,49,106
FCIstres,AmiensSC,1,2,2002,15,57,8
FCMetz,ASMonaco,1,0,2002,15,61,20
FCNantes,ParisSaint-Germain,1,2,2002,15,65,101
HavreAC,FCMartigues,5,0,2002,15,77,60
LOSC,StadeRennaisFC,1,0,2002,15,84,138
NîmesOlympique,LeMansFC,1,0,2002,15,90,80
OGCNice,FCGueugnon,3,0,2002,15,91,56
OlympiquedeMarseille,FCSochaux-Montbéliard,4,2,2002,15,94,69
OlympiqueLyonnais,AJAuxerre,3,0,2002,15,96,6
RCStrasbourg,ESWasquehal,1,0,2002,15,111,50
SCBastia,GirondinsdeBordeaux,1,2,2002,15,118,74
StadeLavallois,ACAjaccio,2,1,2002,15,136,2
ACAjaccio,RCStrasbourg,2,1,2002,14,2,111
AJAuxerre,LOSC,2,1,2002,14,6,84
AmiensSC,StadeLavallois,1,1,2002,14,8,136
ASMonaco,OlympiquedeMarseille,1,1,2002,14,20,94
ASSaint-Etienne,FCMartigues,1,0,2002,14,24,60
Châteauroux,ASBeauvais,0,0,2002,14,32,13
ESWasquehal,OGCNice,1,1,2002,14,50,91
FCGueugnon,HavreAC,1,1,2002,14,56,77
FCLorient,OlympiqueLyonnais,0,3,2002,14,59,96
FCSochaux-Montbéliard,FCMetz,2,0,2002,14,69,61
GF38,NîmesOlympique,1,1,2002,14,73,90
GirondinsdeBordeaux,ESTACTroyes,2,3,2002,14,74,49
LeMansFC,ChamoisNiortais,3,1,2002,14,80,31
MontpellierHéraultSC,SCBastia,2,1,2002,14,88,118
ParisSaint-Germain,EAGuingamp,1,1,2002,14,101,45
RCLens,CSSedan,1,0,2002,14,106,40
SMCaen,ASNancyLorraine,1,0,2002,14,123,21
StadeRennaisFC,FCNantes,2,0,2002,14,138,65
USCréteil-Lusitanos,FCIstres,1,1,2002,14,147,57
ASBeauvais,GF38,1,0,2002,13,13,73
ASNancyLorraine,Châteauroux,2,0,2002,13,21,32
ChamoisNiortais,USCréteil-Lusitanos,1,1,2002,13,31,147
CSSedan,MontpellierHéraultSC,2,0,2002,13,40,88
EAGuingamp,FCSochaux-Montbéliard,0,0,2002,13,45,69
ESTACTroyes,ParisSaint-Germain,1,0,2002,13,49,101
FCIstres,ESWasquehal,2,1,2002,13,57,50
FCMartigues,FCGueugnon,2,0,2002,13,60,56
FCMetz,AJAuxerre,2,0,2002,13,61,6
FCNantes,ASMonaco,2,1,2002,13,65,20
HavreAC,AmiensSC,2,1,2002,13,77,8
NîmesOlympique,SMCaen,2,2,2002,13,90,123
OGCNice,ACAjaccio,3,1,2002,13,91,2
OlympiquedeMarseille,StadeRennaisFC,2,1,2002,13,94,138
OlympiqueLyonnais,LOSC,4,2,2002,13,96,84
RCLens,GirondinsdeBordeaux,0,0,2002,13,106,74
RCStrasbourg,LeMansFC,2,0,2002,13,111,80
SCBastia,FCLorient,3,1,2002,13,118,59
StadeLavallois,ASSaint-Etienne,1,1,2002,13,136,24
ACAjaccio,FCGueugnon,1,1,2002,12,2,56
AJAuxerre,OlympiquedeMarseille,2,0,2002,12,6,94
AmiensSC,FCMartigues,4,0,2002,12,8,60
ASMonaco,OlympiqueLyonnais,2,1,2002,12,20,96
ASNancyLorraine,ASBeauvais,2,2,2002,12,21,13
ASSaint-Etienne,HavreAC,0,1,2002,12,24,77
Châteauroux,NîmesOlympique,0,0,2002,12,32,90
ESWasquehal,StadeLavallois,0,2,2002,12,50,136
FCLorient,EAGuingamp,6,2,2002,12,59,45
FCSochaux-Montbéliard,FCNantes,0,1,2002,12,69,65
GF38,FCIstres,0,5,2002,12,73,57
GirondinsdeBordeaux,CSSedan,2,1,2002,12,74,40
LeMansFC,OGCNice,1,0,2002,12,80,91
LOSC,FCMetz,2,0,2002,12,84,61
MontpellierHéraultSC,ESTACTroyes,2,0,2002,12,88,49
ParisSaint-Germain,SCBastia,1,0,2002,12,101,118
SMCaen,ChamoisNiortais,2,1,2002,12,123,31
StadeRennaisFC,RCLens,1,2,2002,12,138,106
USCréteil-Lusitanos,RCStrasbourg,0,0,2002,12,147,111
ASBeauvais,ASSaint-Etienne,3,0,2002,11,13,24
ChamoisNiortais,Châteauroux,1,2,2002,11,31,32
CSSedan,ParisSaint-Germain,1,2,2002,11,40,101
EAGuingamp,ASMonaco,2,1,2002,11,45,20
ESTACTroyes,FCLorient,4,2,2002,11,49,59
FCGueugnon,AmiensSC,2,1,2002,11,56,8
FCIstres,LeMansFC,0,1,2002,11,57,80
FCMartigues,ACAjaccio,0,1,2002,11,60,2
FCNantes,AJAuxerre,2,2,2002,11,65,6
GirondinsdeBordeaux,FCMetz,1,0,2002,11,74,61
HavreAC,ESWasquehal,1,0,2002,11,77,50
NîmesOlympique,ASNancyLorraine,2,2,2002,11,90,21
OGCNice,GF38,4,1,2002,11,91,73
OlympiquedeMarseille,LOSC,0,0,2002,11,94,84
OlympiqueLyonnais,FCSochaux-Montbéliard,1,1,2002,11,96,69
RCLens,MontpellierHéraultSC,2,0,2002,11,106,88
RCStrasbourg,SMCaen,3,1,2002,11,111,123
SCBastia,StadeRennaisFC,1,2,2002,11,118,138
StadeLavallois,USCréteil-Lusitanos,2,1,2002,11,136,147
ACAjaccio,FCIstres,1,1,2002,10,2,57
AJAuxerre,ESTACTroyes,1,3,2002,10,6,49
ASBeauvais,NîmesOlympique,1,3,2002,10,13,90
ASMonaco,CSSedan,2,0,2002,10,20,40
ASNancyLorraine,ChamoisNiortais,2,0,2002,10,21,31
ASSaint-Etienne,RCStrasbourg,1,1,2002,10,24,111
Châteauroux,FCMartigues,2,3,2002,10,32,60
ESWasquehal,AmiensSC,0,0,2002,10,50,8
FCLorient,RCLens,2,3,2002,10,59,106
FCMetz,OlympiquedeMarseille,0,2,2002,10,61,94
FCSochaux-Montbéliard,SCBastia,4,1,2002,10,69,118
GF38,FCGueugnon,0,0,2002,10,73,56
LeMansFC,StadeLavallois,0,3,2002,10,80,136
LOSC,FCNantes,1,0,2002,10,84,65
MontpellierHéraultSC,GirondinsdeBordeaux,0,0,2002,10,88,74
ParisSaint-Germain,OlympiqueLyonnais,2,2,2002,10,101,96
SMCaen,HavreAC,0,0,2002,10,123,77
StadeRennaisFC,EAGuingamp,2,1,2002,10,138,45
USCréteil-Lusitanos,OGCNice,0,2,2002,10,147,91
ACAjaccio,ASNancyLorraine,4,2,2002,1,2,21
AmiensSC,ASBeauvais,0,1,2002,1,8,13
ASMonaco,FCSochaux-Montbéliard,0,1,2002,1,20,69
ASSaint-Etienne,FCIstres,1,2,2002,1,24,57
ESTACTroyes,EAGuingamp,3,0,2002,1,49,45
ESWasquehal,Châteauroux,0,2,2002,1,50,32
FCGueugnon,NîmesOlympique,4,3,2002,1,56,90
FCLorient,FCMetz,1,0,2002,1,59,61
FCMartigues,ChamoisNiortais,1,1,2002,1,60,31
GF38,SMCaen,4,3,2002,1,73,123
GirondinsdeBordeaux,FCNantes,2,0,2002,1,74,65
HavreAC,RCStrasbourg,1,1,2002,1,77,111
LeMansFC,USCréteil-Lusitanos,0,1,2002,1,80,147
MontpellierHéraultSC,OlympiquedeMarseille,1,1,2002,1,88,94
OGCNice,StadeLavallois,2,1,2002,1,91,136
ParisSaint-Germain,LOSC,0,0,2002,1,101,84
RCLens,OlympiqueLyonnais,2,0,2002,1,106,96
SCBastia,CSSedan,1,1,2002,1,118,40
StadeRennaisFC,AJAuxerre,0,5,2002,1,138,6
ACAjaccio,FCGueugnon,2,0,2001,9,2,56
AJAuxerre,OlympiquedeMarseille,0,1,2001,9,6,94
AngersSCO,FCSochaux-Montbéliard,2,0,2001,9,9,69
ASBeauvais,OGCNice,2,0,2001,9,13,91
ASCannes,ASNancyLorraine,0,2,2001,9,15,21
ChamoisNiortais,FCLorient,1,2,2001,9,31,59
Châteauroux,MontpellierHéraultSC,0,0,2001,9,32,88
CSSedan,SCBastia,3,3,2001,9,40,118
FCMartigues,ESWasquehal,1,0,2001,9,60,50
FCMetz,ASMonaco,1,3,2001,9,61,20
GirondinsdeBordeaux,ToulouseFC,2,1,2001,9,74,140
LeMansFC,StadeLavallois,2,2,2001,9,80,136
LOSC,RCLens,2,1,2001,9,84,106
NîmesOlympique,USCréteil-Lusitanos,2,1,2001,9,90,147
OlympiqueLyonnais,EAGuingamp,0,1,2001,9,96,45
ParisSaint-Germain,FCNantes,2,1,2001,9,101,65
RCStrasbourg,ASSaint-Etienne,3,2,2001,9,111,24
SMCaen,HavreAC,1,0,2001,9,123,77
StadeRennaisFC,ESTACTroyes,0,2,2001,9,138,49
ASMonaco,ToulouseFC,3,0,2001,8,20,140
ASNancyLorraine,ChamoisNiortais,0,0,2001,8,21,31
ASSaint-Etienne,LOSC,1,1,2001,8,24,84
EAGuingamp,AJAuxerre,1,0,2001,8,45,6
ESTACTroyes,RCStrasbourg,0,1,2001,8,49,111
ESWasquehal,SMCaen,3,3,2001,8,50,123
FCGueugnon,LeMansFC,0,0,2001,8,56,80
FCLorient,FCMartigues,0,1,2001,8,59,60
FCMetz,CSSedan,1,0,2001,8,61,40
FCNantes,OlympiqueLyonnais,0,1,2001,8,65,96
FCSochaux-Montbéliard,ASCannes,1,0,2001,8,69,15
HavreAC,Châteauroux,0,0,2001,8,77,32
MontpellierHéraultSC,AngersSCO,1,1,2001,8,88,9
OGCNice,ACAjaccio,1,0,2001,8,91,2
OlympiquedeMarseille,GirondinsdeBordeaux,0,1,2001,8,94,74
RCLens,ParisSaint-Germain,1,1,2001,8,106,101
SCBastia,StadeRennaisFC,0,2,2001,8,118,138
StadeLavallois,NîmesOlympique,3,1,2001,8,136,90
USCréteil-Lusitanos,ASBeauvais,1,1,2001,8,147,13
ACAjaccio,FCLorient,0,0,2001,7,2,59
AJAuxerre,FCNantes,2,2,2001,7,6,65
AngersSCO,HavreAC,0,0,2001,7,9,77
ASBeauvais,StadeLavallois,0,0,2001,7,13,136
ChamoisNiortais,FCGueugnon,2,0,2001,7,31,56
Châteauroux,ASCannes,2,0,2001,7,32,15
CSSedan,ASMonaco,1,0,2001,7,40,20
FCMartigues,FCSochaux-Montbéliard,2,0,2001,7,60,69
GirondinsdeBordeaux,EAGuingamp,0,2,2001,7,74,45
LeMansFC,MontpellierHéraultSC,1,1,2001,7,80,88
LOSC,ESTACTroyes,1,2,2001,7,84,49
NîmesOlympique,ESWasquehal,1,0,2001,7,90,50
OGCNice,USCréteil-Lusitanos,2,0,2001,7,91,147
OlympiqueLyonnais,RCLens,3,0,2001,7,96,106
ParisSaint-Germain,ASSaint-Etienne,5,1,2001,7,101,24
RCStrasbourg,SCBastia,1,4,2001,7,111,118
SMCaen,ASNancyLorraine,0,3,2001,7,123,21
StadeRennaisFC,FCMetz,0,1,2001,7,138,61
ToulouseFC,OlympiquedeMarseille,2,0,2001,7,140,94
ASCannes,AngersSCO,3,0,2001,6,15,9
ASMonaco,OlympiquedeMarseille,0,2,2001,6,20,94
ASNancyLorraine,NîmesOlympique,3,1,2001,6,21,90
ASSaint-Etienne,OlympiqueLyonnais,2,2,2001,6,24,96
CSSedan,StadeRennaisFC,2,1,2001,6,40,138
EAGuingamp,ToulouseFC,2,1,2001,6,45,140
ESTACTroyes,ParisSaint-Germain,5,3,2001,6,49,101
ESWasquehal,ChamoisNiortais,0,0,2001,6,50,31
FCGueugnon,SMCaen,1,1,2001,6,56,123
FCLorient,ASBeauvais,2,1,2001,6,59,13
FCMetz,RCStrasbourg,1,0,2001,6,61,111
FCNantes,GirondinsdeBordeaux,0,5,2001,6,65,74
FCSochaux-Montbéliard,LeMansFC,2,0,2001,6,69,80
HavreAC,ACAjaccio,4,0,2001,6,77,2
MontpellierHéraultSC,FCMartigues,2,0,2001,6,88,60
RCLens,AJAuxerre,1,0,2001,6,106,6
SCBastia,LOSC,1,0,2001,6,118,84
StadeLavallois,OGCNice,2,0,2001,6,136,91
USCréteil-Lusitanos,Châteauroux,1,2,2001,6,147,32
ACAjaccio,MontpellierHéraultSC,0,2,2001,5,2,88
AJAuxerre,ASSaint-Etienne,4,3,2001,5,6,24
ASBeauvais,ESWasquehal,0,0,2001,5,13,50
ChamoisNiortais,FCSochaux-Montbéliard,1,0,2001,5,31,69
Châteauroux,AngersSCO,3,2,2001,5,32,9
FCMartigues,HavreAC,2,3,2001,5,60,77
GirondinsdeBordeaux,RCLens,1,1,2001,5,74,106
LeMansFC,ASCannes,2,0,2001,5,80,15
LOSC,FCMetz,2,1,2001,5,84,61
NîmesOlympique,FCGueugnon,1,1,2001,5,90,56
OGCNice,ASNancyLorraine,2,1,2001,5,91,21
OlympiquedeMarseille,EAGuingamp,3,1,2001,5,94,45
OlympiqueLyonnais,ESTACTroyes,1,0,2001,5,96,49
ParisSaint-Germain,SCBastia,3,1,2001,5,101,118
RCStrasbourg,CSSedan,3,2,2001,5,111,40
SMCaen,FCLorient,1,2,2001,5,123,59
StadeRennaisFC,ASMonaco,1,1,2001,5,138,20
ToulouseFC,FCNantes,1,1,2001,5,140,65
USCréteil-Lusitanos,StadeLavallois,4,0,2001,5,147,136
AngersSCO,LeMansFC,1,3,2001,4,9,80
ASCannes,FCMartigues,0,0,2001,4,15,60
ASMonaco,EAGuingamp,1,0,2001,4,20,45
ASNancyLorraine,ASBeauvais,3,1,2001,4,21,13
ASSaint-Etienne,GirondinsdeBordeaux,1,0,2001,4,24,74
CSSedan,LOSC,1,0,2001,4,40,84
ESTACTroyes,AJAuxerre,1,0,2001,4,49,6
ESWasquehal,OGCNice,2,1,2001,4,50,91
FCGueugnon,USCréteil-Lusitanos,2,0,2001,4,56,147
FCLorient,Châteauroux,2,1,2001,4,59,32
FCMetz,ParisSaint-Germain,1,0,2001,4,61,101
FCNantes,OlympiquedeMarseille,3,2,2001,4,65,94
FCSochaux-Montbéliard,ACAjaccio,2,0,2001,4,69,2
HavreAC,NîmesOlympique,2,0,2001,4,77,90
MontpellierHéraultSC,ChamoisNiortais,1,0,2001,4,88,31
RCLens,ToulouseFC,2,1,2001,4,106,140
SCBastia,OlympiqueLyonnais,2,0,2001,4,118,96
StadeLavallois,SMCaen,2,1,2001,4,136,123
StadeRennaisFC,RCStrasbourg,3,0,2001,4,138,111
AngersSCO,ChamoisNiortais,2,0,2001,38,9,31
ASCannes,SMCaen,2,0,2001,38,15,123
ASNancyLorraine,ESWasquehal,0,2,2001,38,21,50
FCGueugnon,StadeLavallois,2,0,2001,38,56,136
FCLorient,USCréteil-Lusitanos,3,1,2001,38,59,147
FCMartigues,Châteauroux,0,1,2001,38,60,32
FCSochaux-Montbéliard,NîmesOlympique,4,1,2001,38,69,90
HavreAC,OGCNice,1,0,2001,38,77,91
LeMansFC,ACAjaccio,1,1,2001,38,80,2
MontpellierHéraultSC,ASBeauvais,0,1,2001,38,88,13
ACAjaccio,FCMartigues,1,0,2001,37,2,60
ASBeauvais,FCSochaux-Montbéliard,1,2,2001,37,13,69
ASNancyLorraine,LeMansFC,0,0,2001,37,21,80
ChamoisNiortais,Châteauroux,2,0,2001,37,31,32
ESWasquehal,FCGueugnon,2,1,2001,37,50,56
NîmesOlympique,ASCannes,4,3,2001,37,90,15
OGCNice,MontpellierHéraultSC,2,1,2001,37,91,88
SMCaen,AngersSCO,4,0,2001,37,123,9
StadeLavallois,FCLorient,1,2,2001,37,136,59
USCréteil-Lusitanos,HavreAC,2,0,2001,37,147,77
AngersSCO,NîmesOlympique,3,0,2001,36,9,90
ASCannes,ASBeauvais,0,1,2001,36,15,13
Châteauroux,ACAjaccio,2,2,2001,36,32,2
FCGueugnon,ASNancyLorraine,1,1,2001,36,56,21
FCLorient,ESWasquehal,2,0,2001,36,59,50
FCMartigues,ChamoisNiortais,1,1,2001,36,60,31
FCSochaux-Montbéliard,OGCNice,5,1,2001,36,69,91
HavreAC,StadeLavallois,3,1,2001,36,77,136
LeMansFC,SMCaen,1,1,2001,36,80,123
MontpellierHéraultSC,USCréteil-Lusitanos,1,1,2001,36,88,147
ASBeauvais,AngersSCO,1,1,2001,35,13,9
ASNancyLorraine,FCLorient,0,1,2001,35,21,59
ChamoisNiortais,ACAjaccio,4,3,2001,35,31,2
ESWasquehal,Châteauroux,3,1,2001,35,50,32
FCGueugnon,HavreAC,1,2,2001,35,56,77
NîmesOlympique,LeMansFC,3,1,2001,35,90,80
OGCNice,ASCannes,2,0,2001,35,91,15
SMCaen,FCMartigues,1,2,2001,35,123,60
StadeLavallois,MontpellierHéraultSC,0,0,2001,35,136,88
USCréteil-Lusitanos,FCSochaux-Montbéliard,1,0,2001,35,147,69
ACAjaccio,ASBeauvais,2,0,2001,34,2,13
AngersSCO,OGCNice,0,0,2001,34,9,91
ASCannes,USCréteil-Lusitanos,4,2,2001,34,15,147
ASMonaco,LOSC,1,2,2001,34,20,84
ASSaint-Etienne,EAGuingamp,2,2,2001,34,24,45
Châteauroux,SMCaen,0,1,2001,34,32,123
CSSedan,AJAuxerre,1,0,2001,34,40,6
ESTACTroyes,OlympiquedeMarseille,1,1,2001,34,49,94
FCLorient,FCGueugnon,1,4,2001,34,59,56
FCMartigues,NîmesOlympique,1,0,2001,34,60,90
FCMetz,GirondinsdeBordeaux,2,0,2001,34,61,74
FCSochaux-Montbéliard,StadeLavallois,2,0,2001,34,69,136
HavreAC,ASNancyLorraine,1,0,2001,34,77,21
LeMansFC,ChamoisNiortais,2,1,2001,34,80,31
MontpellierHéraultSC,ESWasquehal,2,1,2001,34,88,50
RCLens,FCNantes,1,4,2001,34,106,65
RCStrasbourg,ParisSaint-Germain,1,2,2001,34,111,101
SCBastia,ToulouseFC,5,1,2001,34,118,140
StadeRennaisFC,OlympiqueLyonnais,3,4,2001,34,138,96
AJAuxerre,StadeRennaisFC,0,1,2001,33,6,138
ASBeauvais,FCMartigues,3,1,2001,33,13,60
ASMonaco,RCLens,0,0,2001,33,20,106
ASNancyLorraine,MontpellierHéraultSC,0,3,2001,33,21,88
EAGuingamp,ESTACTroyes,1,1,2001,33,45,49
ESWasquehal,HavreAC,0,1,2001,33,50,77
FCGueugnon,FCSochaux-Montbéliard,1,1,2001,33,56,69
FCLorient,ASCannes,4,0,2001,33,59,15
FCNantes,ASSaint-Etienne,1,0,2001,33,65,24
GirondinsdeBordeaux,CSSedan,2,2,2001,33,74,40
NîmesOlympique,ACAjaccio,1,0,2001,33,90,2
OGCNice,LeMansFC,1,1,2001,33,91,80
OlympiquedeMarseille,SCBastia,2,1,2001,33,94,118
OlympiqueLyonnais,RCStrasbourg,5,0,2001,33,96,111
ParisSaint-Germain,LOSC,2,2,2001,33,101,84
SMCaen,ChamoisNiortais,1,2,2001,33,123,31
StadeLavallois,Châteauroux,0,2,2001,33,136,32
ToulouseFC,FCMetz,2,1,2001,33,140,61
USCréteil-Lusitanos,AngersSCO,1,1,2001,33,147,9
ACAjaccio,SMCaen,1,0,2001,32,2,123
AngersSCO,StadeLavallois,1,0,2001,32,9,136
ASCannes,ESWasquehal,0,0,2001,32,15,50
ASSaint-Etienne,RCLens,1,1,2001,32,24,106
ChamoisNiortais,ASBeauvais,1,1,2001,32,31,13
Châteauroux,NîmesOlympique,1,1,2001,32,32,90
CSSedan,ToulouseFC,2,3,2001,32,40,140
ESTACTroyes,FCNantes,0,1,2001,32,49,65
FCMartigues,OGCNice,0,1,2001,32,60,91
FCMetz,OlympiquedeMarseille,1,0,2001,32,61,94
FCSochaux-Montbéliard,ASNancyLorraine,1,1,2001,32,69,21
HavreAC,FCLorient,1,1,2001,32,77,59
LeMansFC,USCréteil-Lusitanos,2,1,2001,32,80,147
LOSC,OlympiqueLyonnais,1,2,2001,32,84,96
MontpellierHéraultSC,FCGueugnon,5,0,2001,32,88,56
ParisSaint-Germain,ASMonaco,1,1,2001,32,101,20
RCStrasbourg,AJAuxerre,1,0,2001,32,111,6
SCBastia,EAGuingamp,2,0,2001,32,118,45
StadeRennaisFC,GirondinsdeBordeaux,1,2,2001,32,138,74
AJAuxerre,LOSC,1,1,2001,31,6,84
ASBeauvais,SMCaen,0,1,2001,31,13,123
ASMonaco,ASSaint-Etienne,5,3,2001,31,20,24
ASNancyLorraine,ACAjaccio,2,0,2001,31,21,2
EAGuingamp,FCMetz,1,3,2001,31,45,61
ESWasquehal,FCSochaux-Montbéliard,1,1,2001,31,50,69
FCGueugnon,AngersSCO,2,0,2001,31,56,9
FCLorient,MontpellierHéraultSC,2,1,2001,31,59,88
FCNantes,SCBastia,1,0,2001,31,65,118
GirondinsdeBordeaux,RCStrasbourg,2,1,2001,31,74,111
HavreAC,LeMansFC,3,0,2001,31,77,80
NîmesOlympique,ChamoisNiortais,2,1,2001,31,90,31
OGCNice,Châteauroux,1,4,2001,31,91,32
OlympiquedeMarseille,CSSedan,2,1,2001,31,94,40
OlympiqueLyonnais,ParisSaint-Germain,2,0,2001,31,96,101
RCLens,ESTACTroyes,1,1,2001,31,106,49
StadeLavallois,ASCannes,2,1,2001,31,136,15
ToulouseFC,StadeRennaisFC,2,0,2001,31,140,138
USCréteil-Lusitanos,FCMartigues,0,0,2001,31,147,60
ACAjaccio,USCréteil-Lusitanos,0,0,2001,30,2,147
AngersSCO,ASNancyLorraine,1,2,2001,30,9,21
ASCannes,FCGueugnon,0,1,2001,30,15,56
ChamoisNiortais,OGCNice,2,2,2001,30,31,91
Châteauroux,ASBeauvais,3,0,2001,30,32,13
CSSedan,EAGuingamp,2,2,2001,30,40,45
ESTACTroyes,ASSaint-Etienne,0,0,2001,30,49,24
FCMartigues,StadeLavallois,1,3,2001,30,60,136
FCMetz,FCNantes,1,2,2001,30,61,65
FCSochaux-Montbéliard,FCLorient,0,1,2001,30,69,59
LeMansFC,ESWasquehal,0,0,2001,30,80,50
LOSC,GirondinsdeBordeaux,2,2,2001,30,84,74
MontpellierHéraultSC,HavreAC,1,0,2001,30,88,77
OlympiqueLyonnais,ASMonaco,2,1,2001,30,96,20
ParisSaint-Germain,AJAuxerre,3,0,2001,30,101,6
RCStrasbourg,ToulouseFC,1,0,2001,30,111,140
SCBastia,RCLens,1,3,2001,30,118,106
SMCaen,NîmesOlympique,2,2,2001,30,123,90
StadeRennaisFC,OlympiquedeMarseille,2,0,2001,30,138,94
ACAjaccio,ASCannes,3,3,2001,3,2,15
AJAuxerre,SCBastia,1,0,2001,3,6,118
ASBeauvais,FCGueugnon,0,0,2001,3,13,56
ChamoisNiortais,HavreAC,1,1,2001,3,31,77
Châteauroux,LeMansFC,0,0,2001,3,32,80
EAGuingamp,FCNantes,0,1,2001,3,45,65
FCMartigues,AngersSCO,1,1,2001,3,60,9
GirondinsdeBordeaux,ESTACTroyes,2,2,2001,3,74,49
LOSC,StadeRennaisFC,1,0,2001,3,84,138
NîmesOlympique,MontpellierHéraultSC,0,2,2001,3,90,88
OGCNice,FCLorient,1,1,2001,3,91,59
OlympiquedeMarseille,RCLens,0,0,2001,3,94,106
OlympiqueLyonnais,FCMetz,0,0,2001,3,96,61
ParisSaint-Germain,CSSedan,2,1,2001,3,101,40
RCStrasbourg,ASMonaco,1,3,2001,3,111,20
SMCaen,FCSochaux-Montbéliard,1,3,2001,3,123,69
StadeLavallois,ESWasquehal,1,0,2001,3,136,50
ToulouseFC,ASSaint-Etienne,1,1,2001,3,140,24
USCréteil-Lusitanos,ASNancyLorraine,1,0,2001,3,147,21
AJAuxerre,OlympiqueLyonnais,0,3,2001,29,6,96
ASBeauvais,NîmesOlympique,1,0,2001,29,13,90
ASMonaco,ESTACTroyes,4,3,2001,29,20,49
ASNancyLorraine,Châteauroux,0,0,2001,29,21,32
ASSaint-Etienne,SCBastia,2,1,2001,29,24,118
EAGuingamp,StadeRennaisFC,1,6,2001,29,45,138
ESWasquehal,AngersSCO,3,1,2001,29,50,9
FCGueugnon,FCMartigues,0,1,2001,29,56,60
FCLorient,LeMansFC,3,1,2001,29,59,80
FCNantes,CSSedan,4,1,2001,29,65,40
GirondinsdeBordeaux,ParisSaint-Germain,2,0,2001,29,74,101
HavreAC,FCSochaux-Montbéliard,2,3,2001,29,77,69
MontpellierHéraultSC,ASCannes,2,0,2001,29,88,15
OGCNice,SMCaen,2,0,2001,29,91,123
OlympiquedeMarseille,RCStrasbourg,0,0,2001,29,94,111
RCLens,FCMetz,1,1,2001,29,106,61
StadeLavallois,ACAjaccio,0,0,2001,29,136,2
ToulouseFC,LOSC,0,2,2001,29,140,84
USCréteil-Lusitanos,ChamoisNiortais,1,1,2001,29,147,31
ACAjaccio,ESWasquehal,2,0,2001,28,2,50
AJAuxerre,ASMonaco,1,0,2001,28,6,20
AngersSCO,FCLorient,2,1,2001,28,9,59
ASCannes,HavreAC,1,1,2001,28,15,77
ChamoisNiortais,StadeLavallois,2,2,2001,28,31,136
Châteauroux,FCGueugnon,1,1,2001,28,32,56
CSSedan,RCLens,2,2,2001,28,40,106
FCMartigues,ASNancyLorraine,2,1,2001,28,60,21
FCMetz,ASSaint-Etienne,3,0,2001,28,61,24
FCSochaux-Montbéliard,MontpellierHéraultSC,1,0,2001,28,69,88
LeMansFC,ASBeauvais,0,4,2001,28,80,13
LOSC,OlympiquedeMarseille,1,0,2001,28,84,94
NîmesOlympique,OGCNice,2,0,2001,28,90,91
OlympiqueLyonnais,GirondinsdeBordeaux,2,1,2001,28,96,74
ParisSaint-Germain,ToulouseFC,3,0,2001,28,101,140
RCStrasbourg,EAGuingamp,0,1,2001,28,111,45
SCBastia,ESTACTroyes,2,2,2001,28,118,49
SMCaen,USCréteil-Lusitanos,1,0,2001,28,123,147
StadeRennaisFC,FCNantes,0,2,2001,28,138,65
ASMonaco,SCBastia,2,1,2001,27,20,118
ASNancyLorraine,ASCannes,2,0,2001,27,21,15
ASSaint-Etienne,CSSedan,0,2,2001,27,24,40
EAGuingamp,LOSC,0,1,2001,27,45,84
ESTACTroyes,FCMetz,3,2,2001,27,49,61
ESWasquehal,FCMartigues,2,0,2001,27,50,60
FCGueugnon,ACAjaccio,0,0,2001,27,56,2
FCLorient,ChamoisNiortais,0,0,2001,27,59,31
FCNantes,RCStrasbourg,1,0,2001,27,65,111
FCSochaux-Montbéliard,AngersSCO,2,0,2001,27,69,9
GirondinsdeBordeaux,AJAuxerre,1,0,2001,27,74,6
HavreAC,SMCaen,2,1,2001,27,77,123
MontpellierHéraultSC,Châteauroux,0,0,2001,27,88,32
OGCNice,ASBeauvais,0,1,2001,27,91,13
OlympiquedeMarseille,ParisSaint-Germain,1,0,2001,27,94,101
RCLens,StadeRennaisFC,1,2,2001,27,106,138
StadeLavallois,LeMansFC,2,1,2001,27,136,80
